Ground_Truth,binary_image,seg_label
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1017.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1017.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1017.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1018.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1018.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1018.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1019.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1019.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1019.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1020.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1020.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1020.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1021.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1021.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1021.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1022.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1022.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1022.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1023.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1023.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1023.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1024.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1024.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1024.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1025.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1025.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1025.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1026.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1026.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1026.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1027.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1027.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1027.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1028.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1028.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1028.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1029.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1029.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1029.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1030.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1030.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1030.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1031.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1031.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1031.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1032.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1032.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1032.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1033.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1033.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1033.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1034.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1034.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1034.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1035.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1035.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1035.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1036.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1036.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1036.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1037.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1037.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1037.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1038.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1038.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1038.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1039.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1039.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1039.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1040.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1040.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1040.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1041.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1041.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1041.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1042.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1042.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1042.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1043.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1043.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1043.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1044.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1044.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1044.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1045.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1045.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1045.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1046.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1046.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1046.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1047.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1047.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1047.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1048.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1048.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1048.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1049.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1049.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1049.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1050.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1050.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1050.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1051.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1051.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1051.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1052.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1052.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1052.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1053.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1053.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1053.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1054.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1054.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1054.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1055.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1055.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1055.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1056.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1056.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1056.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1057.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1057.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1057.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1058.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1058.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1058.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1059.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1059.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1059.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1060.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1060.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1060.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1061.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1061.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1061.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1062.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1062.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1062.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1063.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1063.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1063.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1064.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1064.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1064.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1065.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1065.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1065.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1066.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1066.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1066.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1067.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1067.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1067.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1068.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1068.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1068.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1069.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1069.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1069.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1070.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1070.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1070.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1071.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1071.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1071.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1072.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1072.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1072.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1073.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1073.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1073.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1074.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1074.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1074.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1075.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1075.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1075.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1076.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1076.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1076.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1077.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1077.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1077.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1078.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1078.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1078.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1079.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1079.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1079.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1080.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1080.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1080.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1081.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1081.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1081.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1082.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1082.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1082.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1083.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1083.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1083.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1084.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1084.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1084.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1085.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1085.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1085.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1086.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1086.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1086.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1087.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1087.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1087.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1088.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1088.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1088.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1089.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1089.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1089.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1090.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1090.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1090.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1091.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1091.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1091.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1092.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1092.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1092.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1093.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1093.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1093.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1094.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1094.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1094.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1095.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1095.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1095.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1096.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1096.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1096.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1097.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1097.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1097.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1098.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1098.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1098.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1099.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1099.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1099.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1100.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1100.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1100.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1101.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1101.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1101.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1102.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1102.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1102.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1103.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1103.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1103.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1104.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1104.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1104.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1105.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1105.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1105.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1106.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1106.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1106.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1107.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1107.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1107.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1108.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1108.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1108.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1109.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1109.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1109.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1110.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1110.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1110.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1111.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1111.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1111.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1112.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1112.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1112.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1113.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1113.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1113.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1114.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1114.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1114.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1115.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1115.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1115.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1116.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1116.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1116.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1117.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1117.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1117.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1118.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1118.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1118.png
/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_image/1119.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_binary_image/1119.png,/home/car-sable/LaneDetection/TuSimpleDataset/Data/Bank1/gt_instance_image/1119.png
